"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","uiHomePageMetadata","UI - Home page metadata",""
"passed","Thu Jun 04 02:25:13 UTC 2026","Thu Jun 04 02:25:13 UTC 2026","271","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","sqlInjectionPayloadIsRejected","SQL injection style payload is rejected",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.ui.DtccAllureUiSuitesTest","com.dtcc.automation.coverage.ui.DtccAllureUiSuitesTest","uiPageCoverageMetadataIsDocumented","UI suite validates DTCC public page coverage metadata","Adds UI page-template evidence to Allure Suites, Packages, and Behaviors tabs."
"passed","Thu Jun 04 02:25:24 UTC 2026","Thu Jun 04 02:25:24 UTC 2026","268","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","uiInvalidLoginErrorExposesAlertSemantics","UI invalid-login error exposes alert semantics",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","apiBackendContractEvidenceIsRepresented","API/Backend - Public-safe API contract evidence is represented",""
"skipped","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","intentionalDbDefect","Intentional DB defect example",""
"passed","Thu Jun 04 02:25:04 UTC 2026","Thu Jun 04 02:25:04 UTC 2026","278","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","invalidLoginDisplaysControlledError","Invalid login displays controlled security error",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.reportui.DtccAllureReportUiSuitesTest","com.dtcc.automation.coverage.reportui.DtccAllureReportUiSuitesTest","reportUiCoverageIsDocumented","Report UI suite validates report portal evidence","Adds report UI evidence to Allure so the report itself has visible suite and behavior data."
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","apiBackendContractEvidenceIsRepresented","API/Backend - Public-safe API contract evidence is represented",""
"passed","Thu Jun 04 02:25:22 UTC 2026","Thu Jun 04 02:25:22 UTC 2026","4","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","databaseRollbackRemovesUncommittedSettlementOrder","Database rollback removes uncommitted settlement order",""
"passed","Thu Jun 04 02:25:20 UTC 2026","Thu Jun 04 02:25:20 UTC 2026","4","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","databaseInsertsReadySettlementOrder","Database inserts a ready settlement order",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.ui.DtccAllureUiSuitesTest","com.dtcc.automation.coverage.ui.DtccAllureUiSuitesTest","uiPageCoverageMetadataIsDocumented","UI suite validates DTCC public page coverage metadata","Adds UI page-template evidence to Allure Suites, Packages, and Behaviors tabs."
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","dtccWebsiteAreaHasDefinedAutomationScope","UI/Content - DTCC website area has defined automation scope","Adds detailed Allure records for the primary areas of dtcc.com and what the automation framework should validate."
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","databaseValidationEvidenceIsRepresented","Database - SQL validation evidence is represented",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","dtccWebsiteAreaHasDefinedAutomationScope","UI/Content - DTCC website area has defined automation scope","Adds detailed Allure records for the primary areas of dtcc.com and what the automation framework should validate."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.api.DtccAllureApiSuitesTest","com.dtcc.automation.coverage.api.DtccAllureApiSuitesTest","apiContractCoverageIsDocumented","API suite validates public-safe backend contract evidence","Adds API endpoint evidence to Allure Suites, Packages, Behaviors, and Graphs views."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.ui.DtccAllureUiSuitesTest","com.dtcc.automation.coverage.ui.DtccAllureUiSuitesTest","uiPageCoverageMetadataIsDocumented","UI suite validates DTCC public page coverage metadata","Adds UI page-template evidence to Allure Suites, Packages, and Behaviors tabs."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.reportui.DtccAllureReportUiSuitesTest","com.dtcc.automation.coverage.reportui.DtccAllureReportUiSuitesTest","reportUiCoverageIsDocumented","Report UI suite validates report portal evidence","Adds report UI evidence to Allure so the report itself has visible suite and behavior data."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.db.DtccAllureDbSuitesTest","com.dtcc.automation.coverage.db.DtccAllureDbSuitesTest","dbCoverageIsDocumented","DB suite validates SQL evidence","Adds database validation evidence to Allure packages, behaviors, and suites."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.api.DtccAllureApiSuitesTest","com.dtcc.automation.coverage.api.DtccAllureApiSuitesTest","apiContractCoverageIsDocumented","API suite validates public-safe backend contract evidence","Adds API endpoint evidence to Allure Suites, Packages, Behaviors, and Graphs views."
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","apiEligibility","API - Clearing eligibility",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","dbReferenceUniqueness","DB - Transaction reference uniqueness",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.api.DtccAllureApiSuitesTest","com.dtcc.automation.coverage.api.DtccAllureApiSuitesTest","apiContractCoverageIsDocumented","API suite validates public-safe backend contract evidence","Adds API endpoint evidence to Allure Suites, Packages, Behaviors, and Graphs views."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.reportui.DtccAllureReportUiSuitesTest","com.dtcc.automation.coverage.reportui.DtccAllureReportUiSuitesTest","reportUiCoverageIsDocumented","Report UI suite validates report portal evidence","Adds report UI evidence to Allure so the report itself has visible suite and behavior data."
"passed","Thu Jun 04 02:25:03 UTC 2026","Thu Jun 04 02:25:03 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","globalKnownErrorRegisterIsPublished","Global known-error register is attached to the Allure report","Documents expected warnings separately from real test failures so report readers do not misread noisy logs."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.api.DtccAllureApiSuitesTest","com.dtcc.automation.coverage.api.DtccAllureApiSuitesTest","apiContractCoverageIsDocumented","API suite validates public-safe backend contract evidence","Adds API endpoint evidence to Allure Suites, Packages, Behaviors, and Graphs views."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.db.DtccAllureDbSuitesTest","com.dtcc.automation.coverage.db.DtccAllureDbSuitesTest","dbCoverageIsDocumented","DB suite validates SQL evidence","Adds database validation evidence to Allure packages, behaviors, and suites."
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","dbCurrencyConstraint","DB - Currency constraint",""
"passed","Thu Jun 04 02:25:27 UTC 2026","Thu Jun 04 02:25:27 UTC 2026","269","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","uiValidDemoLoginHidesErrorBanner","UI valid demo login hides the error banner",""
"passed","Thu Jun 04 02:25:08 UTC 2026","Thu Jun 04 02:25:08 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","qualityGateSummaryIsPublished","Quality gate summary is attached to the Allure report","Publishes the pass/fail rules that determine whether the stable report is acceptable."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","272","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","uiValidSdetLoginDisplaysCatalogue","UI valid SDET login displays the catalogue",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","apiMissingAuthorization","API - Missing authorization",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.db.DtccAllureDbSuitesTest","com.dtcc.automation.coverage.db.DtccAllureDbSuitesTest","dbCoverageIsDocumented","DB suite validates SQL evidence","Adds database validation evidence to Allure packages, behaviors, and suites."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.reportui.DtccAllureReportUiSuitesTest","com.dtcc.automation.coverage.reportui.DtccAllureReportUiSuitesTest","reportUiCoverageIsDocumented","Report UI suite validates report portal evidence","Adds report UI evidence to Allure so the report itself has visible suite and behavior data."
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","uiNewsGroup","UI - News page group",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","uiImportantNoticesFiltering","UI - Important Notices filtering",""
